date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,home_elo,away_elo,elo_diff,is_neutral
2013-02-06,Mexico,Jamaica,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,D,1673.4073894389421,1525.1375950597271,148.269794379215,0
2013-02-06,Iran,Lebanon,5,0,AFC Asian Cup qualification,Tehran,Iran,False,H,1625.2959256173774,1424.2071606202314,201.08876499714597,0
2013-02-06,Mali,Nigeria,1,4,African Cup of Nations,Durban,South Africa,True,A,1537.142928666436,1606.854661374516,-69.71173270807981,1
2013-02-06,Malta,Northern Ireland,0,0,Friendly,Attard,Malta,False,D,1415.4712990788623,1376.025196117805,39.44610296105725,0
2013-02-06,Azerbaijan,Liechtenstein,1,0,Friendly,Dubai,United Arab Emirates,True,H,1432.0681055059626,1355.932827586107,76.13527791985575,1
2013-02-06,Belgium,Slovakia,2,1,Friendly,Bruges,Belgium,False,H,1577.4198834493068,1483.5930164420581,93.82686700724867,0
2013-02-06,Burkina Faso,Ghana,1,1,African Cup of Nations,Nelspruit,South Africa,True,D,1532.6868631429236,1648.28661258792,-115.5997494449964,1
2013-02-06,Myanmar,Philippines,0,1,Friendly,Yangon,Myanmar,False,A,1427.004010692416,1531.0268038777272,-104.02279318531123,0
2013-02-06,Chile,Egypt,2,1,Friendly,Madrid,Spain,True,H,1559.388027815848,1610.595271229469,-51.20724341362097,1
2013-02-06,Croatia,South Korea,4,0,Friendly,London,England,True,H,1616.8889295566273,1616.0652454928968,0.8236840637305249,1
2013-02-06,Cyprus,Serbia,1,3,Friendly,Nicosia,Cyprus,False,A,1373.2062330542963,1476.0052552784064,-102.7990222241101,0
2013-02-06,England,Brazil,2,1,Friendly,London,England,False,H,1659.1905201293673,1720.9701977343323,-61.779677604964945,0
2013-02-06,France,Germany,1,2,Friendly,Saint-Denis,France,False,A,1655.0286283042726,1686.9054370976396,-31.87680879336699,0
2013-02-06,Greece,Switzerland,0,0,Friendly,Piraeus,Greece,False,D,1627.8216798931594,1595.2590554912213,32.56262440193814,0
2013-02-06,Honduras,United States,2,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,H,1522.5182016125436,1619.6840245582785,-97.16582294573482,0
2013-02-06,Albania,Georgia,1,2,Friendly,Tirana,Albania,False,A,1488.3477288038914,1504.9494086087961,-16.601679804904734,0
2013-02-06,Iceland,Russia,0,2,Friendly,Marbella,Spain,True,A,1438.0378019467462,1640.8547264290705,-202.81692448232434,1
2013-02-06,North Macedonia,Denmark,3,0,Friendly,Skopje,North Macedonia,False,H,1470.169848108551,1527.2496405322156,-57.079792423664685,0
2013-02-06,North Korea,Laos,1,0,Friendly,Kunming,China PR,True,H,1633.988069056007,1411.4111058358137,222.5769632201932,1
2013-02-06,Jordan,Singapore,4,0,AFC Asian Cup qualification,Amman,Jordan,False,H,1522.9040336479552,1487.3535170300784,35.55051661787684,0
2013-02-06,Japan,Latvia,3,0,Friendly,Kobe,Japan,False,H,1677.8427059087414,1412.0654372380889,265.7772686706526,0
2013-02-06,Kenya,Libya,3,0,Friendly,Tunis,Tunisia,True,H,1445.4136215174092,1576.1211025054997,-130.70748098809054,1
2013-02-06,Republic of Ireland,Poland,2,0,Friendly,Dublin,Republic of Ireland,False,H,1560.430042617808,1584.3479071388192,-23.917864521011097,0
2013-02-06,Iraq,Indonesia,1,0,AFC Asian Cup qualification,Dubai,United Arab Emirates,True,H,1578.9164161279455,1468.5751933016493,110.34122282629619,1
2013-02-06,Hungary,Belarus,1,1,Friendly,Belek,Turkey,True,D,1568.9096469581127,1512.2298325816519,56.679814376460854,1
2013-02-06,India,Palestine,2,4,Friendly,Kochi,India,False,A,1440.9602184876853,1488.4980344052951,-47.537815917609805,0
2013-02-06,Israel,Finland,2,1,Friendly,Netanya,Israel,False,H,1461.9549737430887,1525.8830418967045,-63.92806815361587,0
2013-02-09,Mali,Ghana,3,1,African Cup of Nations,Port Elizabeth,South Africa,True,H,1524.3108734824418,1643.1511689060276,-118.84029542358576,1
2013-02-09,Nepal,Pakistan,0,1,Friendly,Kathmandu,Nepal,False,A,1404.6493924345905,1455.6800253847014,-51.030632950110885,0
2013-02-10,Nigeria,Burkina Faso,1,0,African Cup of Nations,Johannesburg,South Africa,True,H,1619.6867165585102,1537.822306824816,81.86440973369417,1
2013-02-12,Maldives,Pakistan,1,1,Friendly,Malé,Maldives,False,D,1470.3031679629933,1469.3467326236544,0.9564353393388956,0
2013-02-13,Provence,Monaco,6,1,Friendly,Saint-Zacharie,France,False,H,1472.5500077522433,1481.945830369249,-9.395822617005706,0
2013-02-14,Maldives,Pakistan,3,0,Friendly,Malé,Maldives,False,H,1470.2591225991584,1469.3907779874892,0.8683446116692721,0
2013-02-27,Gambia,Mauritania,0,2,Friendly,Bakau,Gambia,False,A,1432.864179747415,1450.678880038461,-17.814700291046165,0
2013-03-02,Afghanistan,Sri Lanka,1,0,AFC Challenge Cup qualification,Vientiane,Laos,True,H,1506.6337676544395,1411.4073158211909,95.22645183324857,1
2013-03-02,Myanmar,Guam,5,0,AFC Challenge Cup qualification,Yangon,Myanmar,False,H,1415.656250046629,1448.433230606895,-32.77698056026588,0
2013-03-02,Gambia,Mauritania,0,0,Friendly,Bakau,Gambia,False,D,1417.6838587982043,1465.8592009876718,-48.17534218946753,0
2013-03-02,India,Taiwan,2,1,AFC Challenge Cup qualification,Yangon,Myanmar,True,H,1427.1358559993466,1429.1916058693657,-2.055749870019099,1
2013-03-02,Laos,Mongolia,1,1,AFC Challenge Cup qualification,Vientiane,Laos,False,D,1404.4563377885456,1492.7744265812596,-88.31808879271398,0
2013-03-02,Nepal,Northern Mariana Islands,6,0,AFC Challenge Cup qualification,Kathmandu,Nepal,False,H,1390.9826851956375,1446.5270359980957,-55.54435080245821,0
2013-03-02,Palestine,Bangladesh,1,0,AFC Challenge Cup qualification,Kathmandu,Nepal,True,H,1502.3223968936338,1436.3008413501389,66.02155554349497,1
2013-03-04,Northern Mariana Islands,Palestine,0,9,AFC Challenge Cup qualification,Kathmandu,Nepal,True,A,1427.990695531776,1515.3180668848074,-87.32737135303137,1
2013-03-04,Nepal,Bangladesh,0,2,AFC Challenge Cup qualification,Kathmandu,Nepal,False,A,1409.5190256619571,1423.3051713589653,-13.786145697008124,0
2013-03-04,Laos,Sri Lanka,4,2,AFC Challenge Cup qualification,Vientiane,Laos,False,H,1408.438138501209,1399.6860466210994,8.752091880109674,0
2013-03-04,Guam,India,0,4,AFC Challenge Cup qualification,Yangon,Myanmar,True,A,1430.9282569711877,1443.2305256746672,-12.302268703479513,1
2013-03-04,Mongolia,Afghanistan,0,1,AFC Challenge Cup qualification,Vientiane,Laos,True,A,1488.7926258685961,1518.355036854531,-29.562410985934775,1
2013-03-06,Sri Lanka,Mongolia,3,0,AFC Challenge Cup qualification,Vientiane,Laos,True,H,1384.0890101152995,1474.1507492383416,-90.06173912304212,1
2013-03-06,Bangladesh,Northern Mariana Islands,4,0,AFC Challenge Cup qualification,Kathmandu,Nepal,True,H,1438.6706288773814,1415.929667368769,22.740961508612372,1
2013-03-06,Myanmar,India,1,0,AFC Challenge Cup qualification,Yangon,Myanmar,False,H,1433.1612236823364,1458.6642219180587,-25.502998235722316,0
2013-03-06,Laos,Afghanistan,1,1,AFC Challenge Cup qualification,Vientiane,Laos,False,D,1424.035175007009,1532.9969134847854,-108.96173847777641,0
2013-03-06,Nepal,Palestine,0,0,AFC Challenge Cup qualification,Kathmandu,Nepal,False,D,1394.153568143541,1527.3790950478144,-133.22552690427347,0
2013-03-07,Qatar,Egypt,3,1,Friendly,Doha,Qatar,False,H,1497.8099329695613,1592.2540188126925,-94.44408584313123,0
2013-03-08,Sealand,Alderney,2,1,Friendly,Godalming,England,True,H,1481.0611246083247,1407.1561872997138,73.9049373086109,1
2013-03-16,Senegal,Libya,0,4,Friendly,Casablanca,Morocco,True,A,1517.442533121972,1554.3705682207478,-36.92803509877581,1
2013-03-16,Alderney,Jersey,2,9,Muratti Vase,Alderney,Alderney,False,A,1394.5092148658357,1530.0137139071915,-135.50449904135576,0
2013-03-17,Bahrain,Lebanon,0,0,Friendly,Riffa,Bahrain,False,D,1513.3090101554546,1416.5556107998384,96.75339935561624,0
2013-03-17,Kyrgyzstan,Macau,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,False,H,1411.645541359852,1367.5932570910375,44.05228426881445,0
2013-03-17,Malaysia,Saudi Arabia,1,4,Friendly,Shah Alam,Malaysia,False,A,1454.1977585004522,1509.299603051783,-55.101844551330714,0
2013-03-17,Qatar,Thailand,1,0,Friendly,Doha,Qatar,False,H,1518.0551909756095,1547.312780987123,-29.257590011513457,0
2013-03-17,Tajikistan,Pakistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,True,H,1500.080239318135,1453.4307666513946,46.649472666740394,1
2013-03-19,Botswana,Malawi,1,0,Friendly,Gaborone,Botswana,False,H,1443.605896397135,1455.7156801191375,-12.109783722002476,0
2013-03-19,Kyrgyzstan,Pakistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,False,H,1425.6276605332914,1439.5662369810136,-13.938576447722198,0
2013-03-19,Macau,Tajikistan,0,3,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,True,A,1353.611137917598,1513.944768988516,-160.33363107091805,1
2013-03-20,Oman,Haiti,3,0,Friendly,Muscat,Oman,False,H,1542.0549447534045,1571.4845411938554,-29.42959644045095,0
2013-03-20,Rwanda,Libya,0,1,Friendly,Kigali,Rwanda,False,A,1469.934295184642,1568.676344450242,-98.74204926559992,0
2013-03-21,Pakistan,Macau,2,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,True,H,1422.9246859671177,1344.5117375152686,78.41294845184916,1
2013-03-21,Kyrgyzstan,Tajikistan,1,0,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,False,H,1442.2692115471873,1523.0441693908454,-80.77495784365806,0
2013-03-21,Kuwait,Palestine,2,1,Friendly,Kuwait City,Kuwait,False,H,1570.4518554978754,1521.5278436777953,48.92401182008007,0
2013-03-21,Italy,Brazil,2,2,Friendly,Geneva,Switzerland,True,D,1598.124187223693,1702.1547495914622,-104.03056236776911,1
2013-03-21,Ecuador,El Salvador,5,0,Friendly,Quito,Ecuador,False,H,1627.5139995182851,1520.7161779218109,106.79782159647425,0
2013-03-21,Jordan,Belarus,1,0,Friendly,Amman,Jordan,False,H,1537.272561677429,1514.817122505346,22.455439172082833,0
2013-03-22,Poland,Ukraine,1,3,FIFA World Cup qualification,Warsaw,Poland,False,A,1567.2481854558362,1541.9062719663286,25.341913489507533,0
2013-03-22,North Macedonia,Belgium,0,2,FIFA World Cup qualification,Skopje,North Macedonia,False,A,1488.7750727048196,1589.201060826179,-100.4259881213593,0
2013-03-22,Malaysia,Yemen,2,1,AFC Asian Cup qualification,Shah Alam,Malaysia,False,H,1440.7142288826808,1325.446082064807,115.26814681787391,0
2013-03-22,Moldova,Montenegro,0,1,FIFA World Cup qualification,Chișinău,Moldova,False,A,1399.295178598044,1533.9455976357426,-134.6504190376986,0
2013-03-22,Netherlands,Estonia,3,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,H,1638.1035422884604,1428.6800525484252,209.42348974003517,0
2013-03-22,New Zealand,New Caledonia,2,1,FIFA World Cup qualification,Dunedin,New Zealand,False,H,1568.9762019206792,1544.9306990237455,24.045502896933613,0
2013-03-22,Norway,Albania,0,1,FIFA World Cup qualification,Oslo,Norway,False,A,1559.4575459789246,1473.1116830655867,86.3458629133379,0
2013-03-22,Peru,Chile,1,0,FIFA World Cup qualification,Lima,Peru,False,H,1543.1286536860277,1577.7292802326247,-34.600626546596914,0
2013-03-22,San Marino,England,0,8,FIFA World Cup qualification,Serravalle,San Marino,False,A,1309.0764490158795,1678.0059682722374,-368.92951925635793,0
2013-03-22,United States,Costa Rica,1,0,FIFA World Cup qualification,Commerce City,United States,False,H,1599.3224938709218,1568.827333761131,30.49516010979073,0
2013-03-22,Slovakia,Lithuania,1,1,FIFA World Cup qualification,Žilina,Slovakia,False,D,1471.811839065186,1393.8616472644,77.95019180078589,0
2013-03-22,Spain,Finland,1,1,FIFA World Cup qualification,Gijón,Spain,False,D,1778.021101021906,1506.9718256108968,271.04927541100915,0
2013-03-22,Sweden,Republic of Ireland,0,0,FIFA World Cup qualification,Solna,Sweden,False,D,1669.1255647395274,1577.5297643007912,91.5958004387362,0
2013-03-22,Tahiti,Solomon Islands,2,0,FIFA World Cup qualification,Pirae,Tahiti,False,H,1512.8439287431077,1489.4604453065226,23.38348343658504,0
2013-03-22,Turkmenistan,Cambodia,7,0,AFC Challenge Cup qualification,Manila,Philippines,True,H,1563.4835847200861,1400.9082475021112,162.57533721797495,1
2013-03-22,United Arab Emirates,Uzbekistan,2,1,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,False,H,1640.123804135036,1566.9157205282695,73.20808360676642,0
2013-03-22,Uruguay,Paraguay,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,D,1600.4576517862322,1564.3997243299787,36.05792745625354,0
2013-03-22,Luxembourg,Azerbaijan,0,0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,D,1340.9316263706132,1444.61701100888,-103.68538463826667,0
2013-03-22,Scotland,Wales,1,2,FIFA World Cup qualification,Glasgow,Scotland,False,A,1526.61666257099,1445.8445707090975,80.77209186189248,0
2013-03-22,Liechtenstein,Latvia,1,1,FIFA World Cup qualification,Vaduz,Liechtenstein,False,D,1343.3839220831896,1406.369344051665,-62.98542196847529,0
2013-03-22,Slovenia,Iceland,1,2,FIFA World Cup qualification,Ljubljana,Slovenia,False,A,1458.161432113654,1430.444019286048,27.71741282760604,0
2013-03-22,Kazakhstan,Germany,0,3,FIFA World Cup qualification,Astana,Kazakhstan,False,A,1415.5671880539458,1701.4415610615433,-285.87437300759757,0
2013-03-22,Andorra,Turkey,0,2,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,A,1279.9434225164996,1501.9726862127009,-222.02926369620127,0
2013-03-22,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,H,1718.738357447533,1491.9819545570408,226.75640289049215,0
2013-03-22,Austria,Faroe Islands,6,0,FIFA World Cup qualification,Vienna,Austria,False,H,1479.5774187353916,1343.6267084126555,135.9507103227361,0
2013-03-22,Bahrain,Qatar,1,0,AFC Asian Cup qualification,Riffa,Bahrain,False,H,1508.965066633834,1535.3993769277683,-26.43431029393423,0
2013-03-22,Bosnia and Herzegovina,Greece,3,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,H,1582.4809510302587,1626.3264909526943,-43.84553992243559,0
2013-03-22,Bulgaria,Malta,6,0,FIFA World Cup qualification,Sofia,Bulgaria,False,H,1454.0006005772004,1413.6625041438863,40.33809643331415,0
2013-03-22,China PR,Iraq,1,0,AFC Asian Cup qualification,Changsha,China PR,False,H,1559.8539885279,1589.9992327393495,-30.145244211449608,0
2013-03-22,Colombia,Bolivia,5,0,FIFA World Cup qualification,Barranquilla,Colombia,False,H,1638.2535005365646,1461.5817297938986,176.671770742666,0
2013-03-22,Croatia,Serbia,2,0,FIFA World Cup qualification,Zagreb,Croatia,False,H,1632.850997574763,1487.404660699998,145.44633687476494,0
2013-03-22,Lebanon,Thailand,5,2,AFC Asian Cup qualification,Beirut,Lebanon,False,H,1420.899554321459,1529.9685950349642,-109.06904071350527,0
2013-03-22,Egypt,Eswatini,10,0,Friendly,Alexandria,Egypt,False,H,1572.0087608066442,1373.2595151071046,198.74924569953964,0
2013-03-22,France,Georgia,3,1,FIFA World Cup qualification,Saint-Denis,France,False,H,1640.492504340369,1520.1854543471009,120.30704999326804,0
2013-03-22,Honduras,Mexico,2,2,FIFA World Cup qualification,San Pedro Sula,Honduras,False,D,1542.8797322999003,1666.965698841486,-124.08596654158578,0
2013-03-22,Hong Kong,Vietnam,1,0,AFC Asian Cup qualification,Kowloon,Hong Kong,False,H,1454.991299050983,1469.904315589228,-14.913016538245074,0
2013-03-22,Hungary,Romania,2,2,FIFA World Cup qualification,Budapest,Hungary,False,D,1566.3223570344185,1577.9957093395221,-11.673352305103663,0
2013-03-22,Israel,Portugal,3,3,FIFA World Cup qualification,Ramat Gan,Israel,False,D,1480.8661900288964,1602.8031147052816,-121.93692467638516,0
2013-03-22,Jamaica,Panama,1,1,FIFA World Cup qualification,Kingston,Jamaica,False,D,1531.5792856571832,1620.4798192843336,-88.90053362715048,0
2013-03-22,Japan,Canada,2,1,Friendly,Doha,Qatar,True,H,1683.5387990951654,1551.2245051439738,132.31429395119153,1
2013-03-22,Czech Republic,Denmark,0,3,FIFA World Cup qualification,Olomouc,Czech Republic,False,A,1569.8483753436356,1508.6444159359469,61.20395940768867,0
2013-03-23,Namibia,Malawi,0,1,FIFA World Cup qualification,Windhoek,Namibia,False,A,1470.5229610397305,1439.1582296916438,31.364731348086707,0
2013-03-23,South Africa,Central African Republic,2,0,FIFA World Cup qualification,Cape Town,South Africa,False,H,1562.0084932670184,1478.7878303045861,83.22066296243224,0
2013-03-23,Senegal,Angola,1,1,FIFA World Cup qualification,Conakry,Guinea,True,D,1503.136756892478,1537.319971943856,-34.183215051378056,1
2013-03-23,Nigeria,Kenya,1,1,FIFA World Cup qualification,Calabar,Nigeria,False,D,1631.9849746202156,1467.164155802161,164.82081881805448,0
2013-03-23,Ivory Coast,Gambia,3,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,H,1697.2862984598157,1419.8883054128328,277.39799304698295,0
2013-03-23,Tunisia,Sierra Leone,2,1,FIFA World Cup qualification,Radès,Tunisia,False,H,1570.3102106837762,1506.8483091219457,63.46190156183047,0
2013-03-23,Cyprus,Switzerland,0,0,FIFA World Cup qualification,Nicosia,Cyprus,False,D,1361.8068276327047,1596.7542444316864,-234.94741679898175,0
2013-03-23,Congo,Gabon,1,0,FIFA World Cup qualification,Pointe-Noire,Congo,False,H,1486.6421834173289,1516.1240680913554,-29.48188467402656,0
2013-03-23,Cameroon,Togo,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,H,1532.4416007071127,1472.015447879523,60.4261528275897,0
2013-03-23,Burkina Faso,Niger,4,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,H,1525.5240487631106,1423.3733639712063,102.15068479190427,0
2013-03-23,Belize,Trinidad and Tobago,0,0,Friendly,Belmopan,Belize,False,D,1446.229153873401,1521.7226090020406,-75.49345512863965,0
2013-03-23,Indonesia,Saudi Arabia,1,2,AFC Asian Cup qualification,Jakarta,Indonesia,False,A,1457.4923766902452,1522.7831326695543,-65.2907559793091,0
2013-03-24,Philippines,Cambodia,8,0,AFC Challenge Cup qualification,Manila,Philippines,False,H,1542.374564523514,1391.8926446215248,150.48191990198916,0
2013-03-24,Mozambique,Guinea,0,0,FIFA World Cup qualification,Maputo,Mozambique,False,D,1440.6699468643678,1509.4241393498953,-68.75419248552748,0
2013-03-24,Liberia,Uganda,2,0,FIFA World Cup qualification,Paynesville,Liberia,False,H,1490.214711092292,1618.2139962026763,-127.99928511038433,0
2013-03-24,Lesotho,Zambia,1,1,FIFA World Cup qualification,Maseru,Lesotho,False,D,1419.5873614716047,1554.1400050011764,-134.5526435295717,0
2013-03-24,Equatorial Guinea,Cape Verde,0,3,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,A,1495.5133954949563,1515.1646455701039,-19.651250075147573,0
2013-03-24,Ethiopia,Botswana,1,0,FIFA World Cup qualification,Addis Ababa,Ethiopia,False,H,1471.981959441492,1460.1633468246287,11.818612616863447,0
2013-03-24,Rwanda,Mali,1,2,FIFA World Cup qualification,Kigali,Rwanda,False,A,1458.3629364297963,1545.5797726805974,-87.21683625080118,0
2013-03-24,Dominican Republic,Haiti,3,1,Friendly,San Cristóbal,Dominican Republic,False,H,1565.3407548825385,1554.1324902880501,11.208264594488355,0
2013-03-24,DR Congo,Libya,0,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,D,1503.7711945537972,1580.2477032050876,-76.47650865129049,0
2013-03-24,Ghana,Sudan,4,0,FIFA World Cup qualification,Kumasi,Ghana,False,H,1621.882269707872,1466.9392642544567,154.94300545341525,0
2013-03-24,Tanzania,Morocco,3,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,H,1503.7087614082288,1498.0024515284667,5.706309879762102,0
2013-03-25,Russia,Brazil,1,1,Friendly,London,England,True,D,1648.4485090897688,1697.5021827038947,-49.053673614125955,1
2013-03-25,Canada,Belarus,0,2,Friendly,Doha,Qatar,True,A,1541.0393700629347,1499.8497961701091,41.18957389282559,1
2013-03-26,Malaysia,Palestine,0,2,Friendly,Kuantan,Malaysia,False,A,1451.5924870749886,1507.7661032339033,-56.17361615891468,0
2013-03-26,Malta,Italy,0,2,FIFA World Cup qualification,Attard,Malta,False,A,1399.5118400566425,1602.7767541112605,-203.26491405461798,0
2013-03-26,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,D,1661.4825059992913,1613.9217351265793,47.560770872712055,0
2013-03-26,Montenegro,England,1,1,FIFA World Cup qualification,Podgorica,Montenegro,False,D,1544.0375887714627,1681.4239454848998,-137.38635671343718,0
2013-03-26,Netherlands,Romania,4,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,H,1645.4792674503642,1577.4583337926654,68.02093365769883,0
2013-03-26,New Caledonia,Tahiti,1,0,FIFA World Cup qualification,Nouméa,New Caledonia,False,H,1530.0362707546735,1527.7687025308717,2.2675682238018453,0
2013-03-26,Northern Ireland,Israel,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,False,A,1377.8339910527811,1486.2618543977194,-108.42786334493826,0
2013-03-26,Panama,Honduras,2,0,FIFA World Cup qualification,Panama City,Panama,False,H,1616.4728677031574,1548.362925142095,68.10994256106233,0
2013-03-26,Peru,Trinidad and Tobago,3,0,Friendly,Lima,Peru,False,H,1560.7168244573415,1518.299707637501,42.41711681984066,0
2013-03-26,Philippines,Turkmenistan,1,0,AFC Challenge Cup qualification,Manila,Philippines,False,H,1551.8477337696509,1572.4991876006725,-20.651453831021627,0
2013-03-26,Serbia,Scotland,2,0,FIFA World Cup qualification,Novi Sad,Serbia,False,H,1477.7370469860666,1506.9625656584735,-29.225518672406906,0
2013-03-26,Slovakia,Sweden,0,0,Friendly,Žilina,Slovakia,False,D,1468.2811435481622,1665.0025040260084,-196.72136047784625,0
2013-03-26,Solomon Islands,New Zealand,0,2,FIFA World Cup qualification,Honiara,Solomon Islands,False,A,1474.5356715187586,1583.8706301897512,-109.33495867099259,0
2013-03-26,Turkey,Hungary,1,1,FIFA World Cup qualification,Istanbul,Turkey,False,D,1508.944631075042,1566.8597325812752,-57.91510150623321,0
2013-03-26,Uzbekistan,Lebanon,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,H,1554.238053293687,1441.7636253741662,112.47442791952085,0
2013-03-26,Venezuela,Colombia,1,0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,H,1485.1572535451373,1646.7530623015862,-161.59580875644883,0
2013-03-26,Wales,Croatia,1,2,FIFA World Cup qualification,Swansea,Wales,False,A,1465.498667621614,1642.5186112886943,-177.01994366708027,0
2013-03-26,Poland,San Marino,5,0,FIFA World Cup qualification,Warsaw,Poland,False,H,1550.0832124527058,1305.658471803217,244.42474064948874,0
2013-03-26,Luxembourg,Finland,0,3,Friendly,Luxembourg,Luxembourg,False,A,1345.5696371425572,1517.4164416865394,-171.84680454398222,0
2013-03-26,Ukraine,Moldova,2,1,FIFA World Cup qualification,Odessa,Ukraine,False,H,1559.071244969459,1389.203187462324,169.86805750713506,0
2013-03-26,South Korea,Qatar,2,1,FIFA World Cup qualification,Seoul,South Korea,False,H,1600.1031774747612,1518.1843755073671,81.91880196739407,0
2013-03-26,Albania,Lithuania,4,1,Friendly,Tirana,Albania,False,H,1493.0081647941308,1397.3923427814238,95.61582201270699,0
2013-03-26,Algeria,Benin,3,1,FIFA World Cup qualification,Blida,Algeria,False,H,1515.7213597082834,1446.581159860957,69.14019984732636,0
2013-03-26,Armenia,Czech Republic,0,3,FIFA World Cup qualification,Yerevan,Armenia,False,A,1470.7262951486741,1551.058626534804,-80.33233138612991,0
2013-03-26,Australia,Oman,2,2,FIFA World Cup qualification,Sydney,Australia,False,D,1629.5204765072474,1559.4069956592098,70.11348084803763,0
2013-03-26,Azerbaijan,Portugal,0,2,FIFA World Cup qualification,Baku,Azerbaijan,False,A,1439.979000236936,1597.4074503364586,-157.4284500995227,0
2013-03-26,Belgium,North Macedonia,1,0,FIFA World Cup qualification,Brussels,Belgium,False,H,1600.7009090093768,1477.2752245216218,123.425684487755,0
2013-03-26,Bolivia,Argentina,1,1,FIFA World Cup qualification,La Paz,Bolivia,False,D,1453.082168028877,1725.5630584594364,-272.4808904305594,0
2013-03-26,Chile,Uruguay,2,0,FIFA World Cup qualification,Santiago,Chile,False,H,1560.1411094613109,1598.8030590969263,-38.66194963561543,0
2013-03-26,Costa Rica,Jamaica,2,0,FIFA World Cup qualification,San José,Costa Rica,False,H,1554.2280925054736,1535.5862372383594,18.641855267114124,0
2013-03-26,Kuwait,Iran,1,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False,D,1584.2135959417674,1632.9474754377704,-48.733879496003055,0
2013-03-26,Ecuador,Paraguay,4,1,FIFA World Cup qualification,Quito,Ecuador,False,H,1638.745043242663,1566.0543170192846,72.69072622337853,0
2013-03-26,Egypt,Zimbabwe,2,1,FIFA World Cup qualification,Alexandria,Egypt,False,H,1579.7389925692098,1500.7884516390575,78.95054093015233,0
2013-03-26,Estonia,Andorra,2,0,FIFA World Cup qualification,Tallinn,Estonia,False,H,1421.3043273865214,1272.9714776541584,148.332849732363,0
2013-03-26,France,Spain,0,1,FIFA World Cup qualification,Saint-Denis,France,False,A,1651.163467480886,1767.5764849462632,-116.41301746537715,0
2013-03-26,Germany,Kazakhstan,4,1,FIFA World Cup qualification,Nuremberg,Germany,False,H,1706.6159961565347,1410.3927529589544,296.22324319758036,0
2013-03-26,Iraq,Syria,2,1,Friendly,Baghdad,Iraq,False,H,1572.6144661140088,1489.1808090922352,83.43365702177357,0
2013-03-26,Republic of Ireland,Austria,2,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False,D,1581.65282501431,1489.6177653372295,92.03505967708065,0
2013-03-26,Jordan,Japan,2,1,FIFA World Cup qualification,Amman,Jordan,False,H,1552.239888012666,1693.7239341762045,-141.48404616353855,0
2013-03-26,Denmark,Bulgaria,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,D,1527.4341647447784,1468.1512646644442,59.28290008033423,0
2013-04-06,Bolivia,Brazil,0,4,Friendly,Santa Cruz,Bolivia,False,A,1463.5645164888053,1695.2580691600654,-231.69355267126002,0
2013-04-17,Qatar,Palestine,2,0,Friendly,Doha,Qatar,False,H,1505.888488137518,1521.2015203731846,-15.313032235666697,0
2013-04-17,Mexico,Peru,0,0,Friendly,San Francisco,United States,True,D,1659.3058309280852,1574.7730916081832,84.53273931990202,1
2013-04-21,Saint Vincent and the Grenadines,Saint Lucia,0,2,Windward Islands Tournament,Kingstown,Saint Vincent and the Grenadines,False,A,1495.205566477845,1380.7465558740648,114.45901060378014,0
2013-04-24,Brazil,Chile,2,2,Friendly,Belo Horizonte,Brazil,False,D,1701.9314187216637,1577.9142452777708,124.01717344389294,0
2013-04-28,Zambia,Zimbabwe,2,0,Friendly,Lusaka,Zambia,False,H,1548.2358853405894,1488.362943737573,59.87294160301644,0
2013-05-13,Libya,Mauritania,2,0,Friendly,Tripoli,Libya,False,H,1576.7816287147637,1463.6547543730433,113.1268743417204,0
